"dt","buyer_country","buyer_region","seller_country","seller_region","logistics_provider","parcel_qty","sum_apt","sum_bwt"
"2026-01-14","MY","Kuala Lumpur","MY","Negeri Sembilan","Pos Malaysia","27685","21518.99","40577.24"
"2026-01-14","MY","Kedah","MY","Negeri Sembilan","J&T","27727","22561.25","65769.38"
"2026-01-14","MY","Kedah","MY","Perak","DHL","30307","24318.28","51428.7"
"2026-01-14","PH","Northern Mindanao","PH","Calabarzon","2GO Express","15062","9653.42","57829.25"
"2026-01-14","PH","Northern Mindanao","PH","Bicol Region","2GO Express","7967","7577.96","25500.29"
"2026-01-14","TH","Nonthaburi","TH","Korat","J&T","13544","8612.91","22055.84"
"2026-01-14","PH","Northern Mindanao","PH","Central Luzon","J&T","21144","14242.51","85181.77"
"2026-01-14","PH","Northern Mindanao","PH",,"LBC Express","8161","6387.19","55967.03"
"2026-01-14","ID","Banten","ID","North Sumatra","Ninja Van","24970","19572.08","115042.17"
"2026-01-14","ID","Riau","ID","North Sumatra","Pos Indonesia","11421","8914.28","31713.46"
"2026-01-14","ID","North Sumatra","ID","Riau","Pos Indonesia","11093","8732.63","29089.84"
"2026-01-14","PH","Ilocos Region","PH","Bicol Region","J&T","30401","27784.79","83485.91"
"2026-01-14","MY","Sabah","MY","Johor","J&T","26801","20483.95","161720.7"
"2026-01-14","MY","Sabah","MY","Sabah","Pos Malaysia","23462","21017.48","39538.74"
"2026-01-14","MY","Sabah","MY","Perak","Ninja Van","18784","15494.61","134313.57"
"2026-01-14","MY","Sabah","MY","Uknown","J&T","0","0.0","0.0"
"2026-01-14","MY","Sabah","MY","Negeri Sembilan","J&T","24777","18694.53","169391.35"
"2026-01-14","MY","Sabah","MY","Penang","Ninja Van","25163","16282.3","177324.73"
"2026-01-14","MY","Sabah","MY","Sarawak","Ninja Van","11988","9619.88","48044.56"
"2026-01-14","PH","NCR","PH","West Visayas","2GO Express","12332","7094.39","27215.75"
"2026-01-14","PH","NCR","PH","SOCCSKSARGEN","Ninja Van","20393","15053.95","75269.72"
"2026-01-14","PH","NCR","PH","Bicol Region","J&T","11680","10664.23","21274.87"
"2026-01-14","PH","NCR","PH","NCR","2GO Express","8558","5649.59","9862.61"
"2026-01-14","PH","NCR","PH","Central Visayas","Ninja Van","10187","7429.87","25776.15"
"2026-01-14","ID","West Java","ID","North Sumatra","J&T","28474","20644.57","143708.94"
"2026-01-14","ID","West Java","ID","Central Java","Pos Indonesia","29475","21099.79","56561.29"
"2026-01-14","ID","West Java","ID","Bali","SiCepat","18146","13152.9","79794.0"
"2026-01-14","ID","West Java","ID","South Sulawesi","Pos Indonesia","29024","25898.86","129754.52"
"2026-01-14","ID","West Java","ID","West Java","DHL","13752","8173.84","13762.08"
"2026-01-14","PH","West Visayas","PH","Bicol Region","LBC Express","22913","22346.61","52725.13"
"2026-01-14","TH","Chiang Mai","TH","Nonthaburi","DHL","21229","13279.69","63222.29"
"2026-01-14","TH","Nakhon Sawan","TH","Khon Kaen","Kerry Express","26325","23030.42","76093.23"
"2026-01-14","TH","Nakhon Sawan","TH","Korat","J&T","9867","6468.08","19352.68"
"2026-01-14","ID","West Java","ID","Riau","DHL","16045","11620.02","65378.99"
"2026-01-14","ID","Bali","ID","North Sumatra","Ninja Van","14121","11198.22","116545.15"
"2026-01-14","MY","Sarawak","MY","Selangor","Pos Malaysia","12794","9799.2","67294.1"
"2026-01-14","ID","Riau","ID","East Java","Pos Indonesia","20888","15899.96","130230.68"
"2026-01-14","ID","Riau","ID","Jakarta","SiCepat","9812","6383.48","59133.86"
"2026-01-14","TH","Khon Kaen","TH","Korat","Ninja Van","9192","6133.07","15121.97"
"2026-01-14","TH","Nakhon Sawan","TH","Chonburi","J&T","11856","7709.37","25441.0"
"2026-01-14","TH","Nakhon Sawan","TH","Nakhon Sawan","Ninja Van","19982","14685.03","26581.96"
"2026-01-14","MY","Sarawak","MY","Kedah","Ninja Van","24760","21586.45","123050.89"
"2026-01-14","MY","Negeri Sembilan","MY","Perak","DHL","21091","15761.92","39204.13"
"2026-01-14","MY","Negeri Sembilan","MY","Kedah","Pos Malaysia","12559","11277.18","41220.04"
"2026-01-14","MY","Negeri Sembilan","MY","Selangor","J&T","20109","14779.88","28251.47"
"2026-01-14","ID","Riau","ID","South Sulawesi","J&T","23908","20053.01","200229.99"
"2026-01-14","ID","Riau","ID","Central Java","Pos Indonesia","17128","12260.72","93191.99"
"2026-01-14","TH","Songkhla","TH","Phuket","J&T","9571","6181.68","17830.08"
"2026-01-14","TH","Songkhla","TH","Chonburi","Kerry Express","16454","11282.99","63183.25"
"2026-01-14","PH","Calabarzon","PH","West Visayas","LBC Express","22307","13581.27","60564.07"
"2026-01-14","MY","","MY","Pahang","Pos Malaysia","15316","12987.5","90274.63"
"2026-01-14","PH","Calabarzon","PH","NCR","Ninja Van","31292","21554.64","33827.97"
"2026-01-14","PH","Central Luzon","PH","Northern Mindanao","LBC Express","14690","12104.79","65094.05"
"2026-01-14","TH","Songkhla","TH","Surat Thani","Ninja Van","22202","17264.65","40155.02"
"2026-01-14","TH","Songkhla","TH","Songkhla","Ninja Van","15747","12166.57","18617.99"
"2026-01-14","PH","Calabarzon","PH","Northern Mindanao","Ninja Van","24799","19879.99","78046.09"
"2026-01-14","PH","Central Luzon","PH","West Visayas","LBC Express","18279","11233.57","56617.89"
"2026-01-14","ID","Central Java","ID","Banten","SiCepat","19368","12319.28","58511.45"
"2026-01-14","ID","Uknown","ID","Banten","J&T","16804","11250.6","77563.97"
"2026-01-14","ID","Uknown","ID","Unknown","SiCepat","25195","18199.86","145905.42"
"2026-01-14","PH","Central Visayas","PH","Central Visayas","2GO Express","32473","23115.69","33377.9"
"2026-01-14","PH","Central Visayas","PH","NCR","Ninja Van","29754","18865.78","72587.55"
"2026-01-14","TH","BKK","TH","Korat","J&T","20610","13119.1","33352.15"
"2026-01-14","ID","South Sulawesi","ID","South Sulawesi","SiCepat","26347","20899.05","44335.97"
"2026-01-14","PH","Central Visayas","PH","Bicol Region","Ninja Van","22393","20391.69","43993.78"
"2026-01-14","PH","Calabarzon","PH","Calabarzon","Ninja Van","34022","21785.34","35447.11"
"2026-01-14","PH","Central Luzon","PH","NCR","J&T","8692","5728.53","9982.74"
"2026-01-14","PH","Central Luzon","PH","Central Visayas","DHL","19054","13374.21","51807.44"
"2026-01-14","PH","Central Luzon","PH","Central Luzon","J&T","29610","19890.83","32946.87"
"2026-01-14","TH","BKK","TH","Nakhon Sawan","Ninja Van","28780","20324.84","46019.28"
"2026-01-14","ID","Central Java","ID","South Sulawesi","Ninja Van","34941","30113.77","136679.9"
"2026-01-14","ID","Banten","ID","Central Java","Ninja Van","13377","9666.49","32496.13"
"2026-01-14","ID","Banten","ID","Banten","Pos Indonesia","18030","12127.1","20050.66"
"2026-01-14","ID","Banten","ID","Bali","Pos Indonesia","16891","12287.87","62381.81"
"2026-01-14","MY","Sabah","MY","Kuala Lumpur","Pos Malaysia","17422","14033.9","152579.28"
"2026-01-14","ID","Banten","ID","Jakarta","J&T","18970","11863.8","22957.75"
"2026-01-14","ID","Banten","ID","West Java","Pos Indonesia","15239","9502.9","22494.51"
"2026-01-14","TH","Chiang Mai","TH","Phuket","Kerry Express","24991","17283.64","153699.73"
"2026-01-14","TH","Chiang Mai","TH","Chiang Mai","Ninja Van","20106","16633.09","24600.43"
"2026-01-14","TH","Chiang Mai","TH","Nakhon Sawan","Kerry Express","13152","10320.86","37070.12"
"2026-01-14","TH","Chiang Mai","TH","Korat","Ninja Van","22013","15021.1","63179.0"
"2026-01-14","TH","Chiang Mai","TH","Khon Kaen","J&T","9171","7105.04","23933.44"
"2026-01-14","ID","Banten","ID","East Java","Ninja Van","16234","11708.04","50725.83"
"2026-01-14","TH","Chiang Mai","TH","Chonburi","Kerry Express","19121","13549.95","75270.55"
"2026-01-14","MY","Perak","MY","Penang","Pos Malaysia","23407","15921.66","44903.65"
"2026-01-14","MY","Perak","MY","Johor","FedEx","22478","15320.63","59722.57"
"2026-01-14","MY","Penang","MY","Pahang","J&T","13003","10332.5","27303.44"
"2026-01-14","PH","Bicol Region","PH","Calabarzon","Ninja Van","23876","14233.63","47579.79"
"2026-01-14","PH","Bicol Region","PH","NCR","LBC Express","16254","10783.42","44081.01"
"2026-01-14","PH","Bicol Region","PH","SOCCSKSARGEN","2GO Express","0","0.0","0.0"
"2026-01-14","PH","West Visayas","PH","Central Visayas","LBC Express","18423","14002.96","7904.09"
"2026-01-14","PH","Calabarzon","PH","Ilocos Region","LBC Express","28381","25516.18","58121.29"
"2026-01-14","ID","East Java","ID","Jakarta","Pos Indonesia","15836","10548.85","43737.77"
"2026-01-14","TH","BKK","TH","Chiang Mai","Kerry Express","23475","20726.69","72735.72"
"2026-01-14","PH","Bicol Region","PH","Ilocos Region","LBC Express","30753","25822.57","95652.07"
"2026-01-14","MY","Pahang","MY","Negeri Sembilan","Pos Malaysia","15312","12247.8","30634.44"
"2026-01-14","MY","Pahang","MY","Selangor","J&T","24652","18094.03","41894.41"
"2026-01-14","MY","Pahang","MY","Sarawak","FedEx","19445","14894.27","68554.77"
"2026-01-14","MY","Penang","MY","Kuala Lumpur","Ninja Van","18667","14311.83","34459.82"
"2026-01-14","MY","Penang","MY","Selangor","FedEx","21859","14807.83","40314.32"
"2026-01-14","ID","Jakarta","ID","Central Java","DHL","20401","13919.73","44196.46"
"2026-01-14","MY","Perak","MY","Kuala Lumpur","Pos Malaysia","24720","19612.25","53390.45"
"2026-01-14","ID","Jakarta","ID","Jakarta","Pos Indonesia","17014","11921.22","18107.7"
"2026-01-14","ID","Jakarta","ID","Riau","Pos Indonesia","20548","15701.33","78345.25"
"2026-01-14","ID","Jakarta","ID","West Java","DHL","13085","7772.1","17066.05"
"2026-01-14","MY","Perak","MY","Sabah","Ninja Van","19159","16238.85","122238.26"
"2026-01-14","MY","Pahang","MY","Sabah","Pos Malaysia","16998","15288.9","121101.14"
"2026-01-14","PH","Northern Mindanao","PH","West Visayas","LBC Express","21332","12987.36","63907.3"
"2026-01-14","ID","Bali","ID","West Java","J&T","11749","7226.3","44901.47"
"2026-01-14","MY","Pahang","MY","Kedah","J&T","22833","19935.55","55291.4"
"2026-01-14","MY","Perak","MY","Selangor","Ninja Van","17072","12288.41","27036.06"
"2026-01-14","ID","Bali","ID","Riau","Pos Indonesia","10321","7858.62","72973.29"
"2026-01-14","ID","Bali","ID","East Java","Pos Indonesia","14628","10803.68","30535.27"
"2026-01-14","MY","Sarawak","MY","Sabah","Pos Malaysia","14708","13134.35","64517.99"
"2026-01-14","ID","Riau","ID","Bali","Pos Indonesia","12412","9038.94","93845.56"
"2026-01-14","MY","Sarawak","MY","Penang","Ninja Van","23893","15631.81","120751.69"
"2026-01-14","ID","Riau","ID","Banten","J&T","15689","10403.32","67906.83"
"2026-01-15","TH","Korat","TH","Khon Kaen","Ninja Van","29216","24872.27","41166.03"
"2026-01-15","TH","Korat","TH","Phuket","DHL","28289","17423.78","101646.38"
"2026-01-15","TH","Korat","TH","Chonburi","J&T","8539","6003.34","13050.13"
"2026-01-15","ID","Jakarta","ID","North Sumatra","J&T","28663","19744.17","139205.91"
"2026-01-15","MY","Johor","MY","Penang","DHL","24107","16153.14","63577.6"
"2026-01-15","MY","Pahang","MY","Sarawak","Ninja Van","10583","8462.79","39359.36"
"2026-01-15","MY","Johor","MY","Selangor","Ninja Van","8120","5927.19","14661.7"
"2026-01-15","MY","Pahang","MY","Selangor","Ninja Van","28181","20680.58","49715.41"
"2026-01-15","MY","Johor","MY","Kedah","Pos Malaysia","18282","16072.42","65467.84"
"2026-01-15","MY","Johor","MY","Perak","Pos Malaysia","25151","23413.98","69112.58"
"2026-01-15","TH","Korat","TH","Nonthaburi","Ninja Van","14648","10030.66","23245.93"
"2026-01-15","TH","Korat","TH","Songkhla","Ninja Van","28566","23968.8","96832.86"
"2026-01-15","MY","Perak","MY","Pahang","Pos Malaysia","22528","19133.99","54877.41"
"2026-01-15","MY","Perak","MY","Selangor","J&T","28477","21450.36","46629.56"
"2026-01-15","MY","Perak","MY","Sabah","Ninja Van","9781","8810.56","60304.89"
"2026-01-15","MY","Perak","MY","Kuala Lumpur","Ninja Van","13949","10397.67","23499.06"
"2026-01-15","MY","Pahang","MY","Pahang","Pos Malaysia","24522","21128.58","35552.57"
"2026-01-15","ID","Jakarta","ID","Riau","SiCepat","12067","9315.85","55924.87"
"2026-01-15","MY","Sarawak","MY","Sarawak","Ninja Van","28929","22989.14","35512.98"
"2026-01-15","MY","Sarawak","MY","Kuala Lumpur","J&T","12175","8771.03","52147.9"
"2026-01-15","ID","Riau","ID","North Sumatra","J&T","15604","10985.02","41158.72"
"2026-01-15","PH","West Visayas","PH","West Visayas","J&T","22336","12967.49","24993.21"
"2026-01-15","MY","Pahang","MY","Sabah","Ninja Van","20830","17954.24","114527.0"
"2026-01-15","ID","Jakarta","ID","Central Java","SiCepat","15646","11040.42","41726.43"
"2026-01-15","MY","Pahang","MY","Johor","Pos Malaysia","24478","19192.01","56604.9"
"2026-01-15","ID","Bali","ID","Riau","J&T","10776","8672.73","75732.29"
"2026-01-15","ID","West Java","ID","West Java","Pos Indonesia","25813","16961.76","28715.55"
"2026-01-15","PH","Bicol Region","PH","Northern Mindanao","LBC Express","32616","25813.51","122915.83"
"2026-01-15","PH","Bicol Region","PH","West Visayas","2GO Express","14420","8708.24","30549.54"
"2026-01-15","PH","Bicol Region","PH","Central Luzon","Ninja Van","30888","21085.85","73504.77"
"2026-01-15","PH","Bicol Region","PH","NCR","Ninja Van","22741","15875.94","46397.47"
"2026-01-15","PH","Bicol Region","PH","Central Visayas","LBC Express","29812","22428.62","87311.87"
"2026-01-15","PH","West Visayas","PH","Northern Mindanao","2GO Express","14149","11297.7","26566.67"
"2026-01-15","ID","Jakarta","ID","Jakarta","J&T","30386","18779.59","33773.01"
"2026-01-15","PH","Unknown","PH","Unknown","J&T","31430","21671.62","134748.75"
"2026-01-15","MY","Uknown","MY","Pahang","Pos Malaysia","27937","23755.95","163235.2"
"2026-01-15","PH","Unknown","PH","Uknown","2GO Express","26411","19263.35","123295.07"
"2026-01-15","PH","Unknown","PH","Calabarzon","Ninja Van","24884","16807.11","109204.36"
"2026-01-15","PH","Unknown","PH","","J&T","30017","17905.83","136887.59"
"2026-01-15","TH","Korat","TH","Surat Thani","J&T","13110","10805.45","39700.45"
"2026-01-15","MY","Johor","MY","Johor","Pos Malaysia","15459","11818.77","21260.48"
"2026-01-15","TH","Korat","TH","Chiang Mai","DHL","18575","15214.3","47910.99"
"2026-01-15","TH","Korat","TH","Korat","Kerry Express","17533","10761.84","23405.77"
"2026-01-15","ID","Bali","ID","Bali","J&T","16030","12583.68","18805.41"
"2026-01-15","ID","Central Java","ID","Banten","Ninja Van","27095","17839.01","63247.94"
"2026-01-15","MY","Johor","MY","Sabah","Pos Malaysia","24602","21744.76","160521.73"
"2026-01-15","TH","BKK","TH","Chonburi","Ninja Van","28985","19927.95","34785.21"
"2026-01-15","TH","Chiang Mai","TH","BKK","Ninja Van","28056","16997.55","86548.43"
"2026-01-15","PH","Central Luzon","PH","NCR","J&T","8606","6097.68","9540.73"
"2026-01-15","PH","Central Luzon","PH","Bicol Region","Ninja Van","8328","7253.86","16528.61"
"2026-01-15","PH","Calabarzon","PH","NCR","J&T","15897","11002.4","17857.0"
"2026-01-15","TH","Khon Kaen","TH","Songkhla","J&T","19746","15198.95","92949.35"
"2026-01-15","PH","Central Luzon","PH","Northern Mindanao","DHL","9859","7376.96","34287.41"
"2026-01-15","PH","Calabarzon","PH","Central Luzon","Ninja Van","23286","16745.42","29388.93"
"2026-01-15","TH","Khon Kaen","TH","Korat","Ninja Van","12676","7466.58","22138.12"
"2026-01-15","PH","Calabarzon","PH","Ilocos Region","Ninja Van","19180","16609.73","29684.08"
"2026-01-15","PH","Central Luzon","PH","Ilocos Region","LBC Express","31830","27594.85","51968.15"
"2026-01-15","TH","Khon Kaen","TH","Nakhon Sawan","DHL","27435","21177.7","59066.07"
"2026-01-15","MY","Johor","MY","Negeri Sembilan","J&T","23767","17895.08","38958.16"
"2026-01-15","PH","SOCCSKSARGEN","PH","Ilocos Region","DHL","20150","15895.27","106023.64"
"2026-01-15","TH","Korat","TH","BKK","FedEx","19739","12198.3","30797.98"
"2026-01-15","TH","Uknown","TH","","Kerry Express","16932","12693.32","90513.89"
"2026-01-15","TH","Uknown","TH","Phuket","J&T","13782","8155.62","59146.83"
"2026-01-15","TH","Khon Kaen","TH","BKK","Kerry Express","23910","15416.79","69250.33"
"2026-01-15","PH","SOCCSKSARGEN","PH","Central Visayas","Ninja Van","31107","22117.65","338223.73"
"2026-01-15","TH","Khon Kaen","TH","Chonburi","Ninja Van","9997","7132.4","23844.96"
"2026-01-15","TH","Chonburi","TH","Khon Kaen","Kerry Express","12182","10854.84","32273.21"
"2026-01-15","TH","Chonburi","TH","Korat","J&T","11755","6536.41","18471.54"
"2026-01-15","TH","Khon Kaen","TH","Chiang Mai","J&T","25293","21103.96","69753.7"
"2026-01-15","TH","Khon Kaen","TH","Phuket","J&T","29032","17684.91","131279.73"
"2026-01-15","PH","SOCCSKSARGEN","PH","SOCCSKSARGEN","2GO Express","12711","8624.63","17220.96"
"2026-01-15","PH","SOCCSKSARGEN","PH","Central Luzon","J&T","24906","17537.76","115823.97"
"2026-01-15","ID","Bali","ID","South Sulawesi","DHL","13964","10380.78","42065.65"
"2026-01-15","PH","SOCCSKSARGEN","PH","Calabarzon","2GO Express","23906","15711.12","111683.64"
"2026-01-15","ID","Bali","ID","East Java","J&T","15125","10999.14","32254.75"
"2026-01-15","PH","SOCCSKSARGEN","PH","West Visayas","Ninja Van","21277","12285.95","65873.68"
"2026-01-15","PH","SOCCSKSARGEN","PH","NCR","2GO Express","27509","19121.34","124003.03"
"2026-01-15","TH","Khon Kaen","TH","Nonthaburi","Kerry Express","13261","9555.42","39632.94"
"2026-01-15","PH","SOCCSKSARGEN","PH","Northern Mindanao","Ninja Van","22393","16920.33","44411.67"
"2026-01-15","MY","Negeri Sembilan","MY","Sarawak","J&T","16072","12733.76","71261.46"
"2026-01-15","TH","Songkhla","TH","BKK","Ninja Van","21139","12978.73","72928.95"
"2026-01-15","ID","Bali","ID","Banten","J&T","28789","19287.46","126964.23"
"2026-01-15","PH","Northern Mindanao","PH","West Visayas","DHL","10726","6211.82","26009.23"
"2026-01-15","MY","Johor","MY","Sarawak","Pos Malaysia","25171","20208.1","98775.37"
"2026-01-15","TH","Nonthaburi","TH","Songkhla","J&T","11721","9082.34","35778.55"
"2026-01-15","PH","West Visayas","PH","Calabarzon","J&T","14873","9973.76","32493.1"
"2026-01-15","MY","Kuala Lumpur","MY","Penang","Ninja Van","21570","15928.54","36957.44"
"2026-01-15","ID","Bali","ID","Central Java","DHL","29544","20064.88","83762.94"
"2026-01-15","TH","Surat Thani","TH","Nonthaburi","Kerry Express","17492","13557.92","62406.71"
"2026-01-15","MY","Kuala Lumpur","MY","Sarawak","J&T","14818","11251.47","53197.61"
"2026-01-15","TH","Nonthaburi","TH","Khon Kaen","Ninja Van","17670","14505.53","36174.64"
"2026-01-15","TH","Songkhla","TH","Chiang Mai","Kerry Express","20400","18509.32","125279.72"
"2026-01-15","TH","Songkhla","TH","Songkhla","Kerry Express","17725","15407.4","26487.77"
"2026-01-15","TH","Songkhla","TH","Khon Kaen","DHL","21972","17496.12","91516.97"
"2026-01-15","TH","Surat Thani","TH","Chonburi","Kerry Express","8466","6655.67","31404.84"
"2026-01-15","TH","Surat Thani","TH","Songkhla","Ninja Van","17739","14454.78","36463.69"
"2026-01-15","TH","Surat Thani","TH","Nakhon Sawan","Kerry Express","13883","11366.49","63486.94"
"2026-01-15","TH","Surat Thani","TH","Chiang Mai","J&T","22459","18434.23","107946.39"
"2026-01-15","TH","Surat Thani","TH","BKK","J&T","26121","16085.09","80935.87"
"2026-01-15","TH","Surat Thani","TH","Phuket","Ninja Van","24475","15226.74","42920.86"
"2026-01-15","TH","BKK","TH","Phuket","DHL","14660","8688.56","41060.04"
"2026-01-15","ID","South Sulawesi","ID","North Sumatra","Pos Indonesia","9430","6691.18","89422.7"
"2026-01-15","TH","BKK","TH","Nakhon Sawan","Kerry Express","21692","16974.47","41531.78"
"2026-01-15","PH","Central Visayas","PH","Central Luzon","DHL","28349","19544.42","78541.3"
"2026-01-15","TH","BKK","TH","BKK","Kerry Express","10456","6838.31","13091.97"
"2026-01-15","ID","South Sulawesi","ID","South Sulawesi","J&T","24643","18563.91","33070.87"
"2026-01-15","ID","South Sulawesi","ID","Central Java","Ninja Van","34143","24018.15","153676.4"
"2026-01-15","PH","Central Visayas","PH","Central Visayas","Ninja Van","22939","16115.32","25657.38"
"2026-01-15","ID","South Sulawesi","ID","Jakarta","Pos Indonesia","27788","17101.8","166175.17"
"2026-01-15","TH","BKK","TH","Chiang Mai","Ninja Van","15509","12673.84","42365.09"
"2026-01-15","PH","Central Visayas","PH","NCR","2GO Express","27972","19673.5","71388.69"
"2026-01-15","ID","South Sulawesi","ID","East Java","Ninja Van","28757","21437.04","112981.64"
"2026-01-15","ID","Central Java","ID","Central Java","DHL","16201","10518.02","17531.48"
"2026-01-15","PH","Central Visayas","PH","Northern Mindanao","2GO Express","23061","17318.08","35543.23"
"2026-01-15","TH","BKK","TH","Nonthaburi","Kerry Express","31214","22024.49","40260.84"
"2026-01-15","PH","Northern Mindanao","PH","Ilocos Region","LBC Express","19206","16530.21","110240.64"
"2026-01-15","MY","Selangor","MY","Johor","Pos Malaysia","29678","23614.44","70128.13"
"2026-01-15","MY","Negeri Sembilan","MY","Kuala Lumpur","Ninja Van","14452","10355.26","18991.63"
"2026-01-15","MY","Negeri Sembilan","MY","Penang","Ninja Van","26084","19434.43","57955.66"
"2026-01-15","PH","NCR","PH","Central Luzon","2GO Express","31416","22572.26","36012.13"
"2026-01-15","PH","NCR","PH","Calabarzon","Ninja Van","19636","13474.58","21806.25"
"2026-01-15","MY","Kuala Lumpur","MY","Kuala Lumpur","Ninja Van","25680","18440.31","26880.2"
"2026-01-15","MY","Negeri Sembilan","MY","Pahang","Pos Malaysia","10013","8312.57","23828.24"
"2026-01-15","MY","Negeri Sembilan","MY","Perak","Ninja Van","15820","13850.65","30873.33"
"2026-01-15","PH","Northern Mindanao","PH","Northern Mindanao","2GO Express","16444","13112.89","21633.66"
"2026-01-15","TH","Nonthaburi","TH","Nonthaburi","Kerry Express","22238","15964.43","30901.47"
"2026-01-15","MY","Negeri Sembilan","MY","Johor","Pos Malaysia","22593","18377.21","57801.49"
"2026-01-15","MY","Kuala Lumpur","MY","Kedah","Ninja Van","18214","15178.66","35976.62"
"2026-01-15","TH","Nonthaburi","TH","Surat Thani","J&T","27771","22468.38","71285.48"
"2026-01-15","PH","Ilocos Region","PH","Central Luzon","J&T","19770","13864.65","32854.77"
"2026-01-15","ID","North Sumatra","ID","Riau","J&T","32510","24059.5","88291.32"
"2026-01-15","PH","Ilocos Region","PH","Ilocos Region","2GO Express","19709","16933.12","26481.37"
"2026-01-15","PH","Ilocos Region","PH","NCR","J&T","8997","6277.33","16148.21"
"2026-01-15","ID","North Sumatra","ID","Banten","Ninja Van","34888","23250.03","11008.45"
"2026-01-15","ID","North Sumatra","ID","West Java","Pos Indonesia","9292","5889.74","55383.42"
"2026-01-15","PH","Northern Mindanao","PH","Central Visayas","Ninja Van","13753","10896.56","27386.2"
"2026-01-15","ID","North Sumatra","ID","Bali","SiCepat","25787","19218.53","301731.26"
"2026-01-15","TH","Nonthaburi","TH","BKK","J&T","26922","16363.44","27300.68"
"2026-01-15","TH","Nakhon Sawan","TH","Chiang Mai","Kerry Express","18147","16450.44","57143.16"
"2026-01-15","TH","Nakhon Sawan","TH","Nonthaburi","J&T","0","0.0","0.0"
"2026-01-15","TH","Nakhon Sawan","TH","Chonburi","Ninja Van","21456","14877.74","46643.51"
"2026-01-15","TH","Nakhon Sawan","TH","BKK","J&T","11812","7115.63","23647.7"
"2026-01-15","MY","Johor","MY","Pahang","DHL","21743","16592.57","35203.89"
"2026-01-15","TH","Surat Thani","TH","Khon Kaen","Ninja Van","25120","21014.87","110330.3"
"2026-01-15","TH","Surat Thani","TH","Surat Thani","J&T","13383","11263.83","17748.85"
"2026-01-15","MY","Negeri Sembilan","MY","Negeri Sembilan","Ninja Van","18751","13540.01","23804.67"
"2026-01-15","TH","Nonthaburi","TH","Chonburi","Ninja Van","26344","19038.44","31172.55"
"2026-01-15","ID","South Sulawesi","ID","Banten","J&T","32532","21192.11","209041.4"
"2026-01-15","ID","South Sulawesi","ID","Riau","J&T","12702","9479.47","102342.43"
"2026-01-15","ID","Central Java","ID","Jakarta","Pos Indonesia","22708","13889.6","48280.28"
"2026-01-15","TH","BKK","TH","Songkhla","Kerry Express","34524","29703.54","132799.8"
"2026-01-15","PH","Central Visayas","PH","SOCCSKSARGEN","DHL","22460","14313.49","49081.36"
"2026-01-15","TH","BKK","TH","Khon Kaen","DHL","27344","21683.88","59209.73"
"2026-01-15","MY","Selangor","MY","Perak","Pos Malaysia","15255","14168.48","26752.59"
"2026-01-15","MY","Selangor","MY","Sarawak","Pos Malaysia","22931","18715.4","110472.68"
"2026-01-15","MY","Selangor","MY","Sabah","Ninja Van","26252","22897.31","148205.66"
"2026-01-15","MY","Selangor","MY","Selangor","DHL","29532","20453.53","30935.87"
"2026-01-15","TH","Nonthaburi","TH","Korat","J&T","9795","5464.92","15392.77"
"2026-01-15","MY","Kuala Lumpur","MY","Johor","Pos Malaysia","26744","20619.83","62184.99"
"2026-01-15","PH","Northern Mindanao","PH","Bicol Region","Ninja Van","11446","10408.83","35081.82"
"2026-01-15","MY","Kuala Lumpur","MY","Negeri Sembilan","J&T","23062","16464.85","26123.67"
"2026-01-15","MY","Penang","MY","Selangor","Ninja Van","13386","10237.42","24012.28"
"2026-01-15","ID","East Java","ID","East Java","J&T","28059","19322.56","30486.48"
"2026-01-15","MY","Kuala Lumpur","MY","Pahang","Ninja Van","27536","22317.51","42629.43"
"2026-01-15","ID","East Java","ID","Riau","DHL","34385","25191.53","182831.26"
"2026-01-15","MY","Penang","MY","Sarawak","J&T","13375","10398.06","57391.65"
"2026-01-15","ID","East Java","ID","Jakarta","Pos Indonesia","13533","8457.56","38635.89"
"2026-01-15","MY","Penang","MY","Negeri Sembilan","Pos Malaysia","24065","18901.54","56229.0"
"2026-01-15","MY","Penang","MY","Perak","Pos Malaysia","21929","20611.48","37731.27"
"2026-01-15","TH","Nonthaburi","TH","Nakhon Sawan","Ninja Van","15325","12345.24","23436.96"
"2026-01-15","MY","Penang","MY","Johor","DHL","10776","7498.41","26990.59"
"2026-01-15","MY","Kuala Lumpur","MY","Sabah","Ninja Van","23536","19582.16","133547.6"
"2026-01-15","MY","Kedah","MY","Kedah","J&T","24869","22181.17","30368.64"
"2026-01-15","TH","Phuket","TH","Nonthaburi","Kerry Express","16518","11430.76","62942.42"
"2026-01-15","MY","Kedah","MY","Kuala Lumpur","J&T","26164","19975.81","57890.0"
"2026-01-15","TH","Phuket","TH","BKK","DHL","17976","10253.76","51927.37"
"2026-01-15","TH","Phuket","TH","Chonburi","Kerry Express","20592","15188.16","73200.72"
"2026-01-15","MY","Kedah","MY","Penang","DHL","23183","16983.05","32442.73"
"2026-01-15","MY","Kedah","MY","Selangor","Ninja Van","16945","12730.73","38441.6"
"2026-01-15","TH","Phuket","TH","Phuket","DHL","19389","11418.24","19911.23"
"2026-01-15","MY","Kedah","MY","Perak","FedEx","8488","7255.19","13662.54"
"2026-01-15","TH","Phuket","TH","Khon Kaen","Kerry Express","18909","15761.48","90054.83"
"2026-01-15","PH","Northern Mindanao","PH","Calabarzon","2GO Express","29908","20808.9","115092.39"
